cardinality of set,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
bool_band,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrupcorrect,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptime,0,0,0.0029999999999999996,0.0034000000000000002,0.0051,0.0060999999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.016399999999999998,0.021399999999999995,0.0335,0.04000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.04223500000035,0.04265400000032,0.04658300000005999,0.051924000000099994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptimeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bool_bor,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrupcorrect,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptime,0,0,0.0029999999999999996,0.0031999999999999997,0.0041,0.005899999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.013399999999999999,0.0186,0.028499999999999994,0.04440000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.042136000000030004,0.04269199999978,0.04426599999966,0.05080899999962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptimeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bool_impl,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrupcorrect,0,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptime,0,0,0.0028,0.0029999999999999996,0.004200000000000001,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0152,0.0184,0.0252,0.0384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.04235299999984,0.04288900000029,0.04507599999988,0.048960999999949996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptimeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bool_neg,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrupcorrect,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptime,0,0,0.0020000000000000005,0.0021000000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0031000000000000003,0.0048000000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.02493799999979,0.027935999999949997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptimeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bool_xor,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrupcorrect,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptime,0,0,0.0023000000000000004,0.008899999999999998,0.0152,0.0289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0209,0.023899999999999998,0.0389,0.0471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.04532300000027001,0.06062199999978001,0.06973099999981999,0.09196100000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptimeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nat_add,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
syrupcorrect,0,0,5,8,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,2,5,5,8,8,9,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,2,4,8,9,9,10,10,10,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,6,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptime,0,0,0.025500000000000002,0.0629,0.15389999999999998,0.4369,1.8104999999999998,1.1231000000000002,2.0288,1.1267,0.7986,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.19769999999999996,2.2696,2.3753,111.36840000000001,22.9701,188.90640000000002,124.94709999999999,194.75480000000002,36.024699999999996,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.047420000000110006,0.06132200000002,0.07014500000015,0.08299100000026,0.07778099999995,0.06845099999987,0.08205699999988,0.07705899999976,0.06832399999986,0,0,0,0,0,0,0,0,0,0
syruptimeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,2,5,7,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nat_iseven,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrupcorrect,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptime,0,0,0.0023000000000000004,0.0058,0.030900000000000004,0.022000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.0531,0.1236,0.16049999999999998,0.1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.029619000000130003,0.03864499999987,0.046244000000109996,0.049303000000010005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptimeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nat_max,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0
syrupcorrect,0,0,0,0,0,2,4,5,7,8,8,8,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,1,2,2,6,7,6,8,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,1,2,2,7,7,7,8,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syruptime,0,0,0.041499999999999995,0.044800000000000006,0.15360000000000001,48.505100000000006,3.9379,74.5106,72.49419999999999,84.15740000000002,218.2017,62.585499999999996,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.31109999999999993,103.98160000000001,29.973200000000006,0.5005,103.98949999999999,31.1604,0.266,1.4625,0.3106,2.7174,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.043633999999890004,0.05976000000009999,0.06441900000005,0.3496040000001599,0.38534300000018007,0.45623799999993,0.56399000000024,2.81549399999952,0.6468429999998401,0.6114969999997701,0,0,0,0,0,0,0,0,0
syruptimeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,4,5,5,8,8,8,8,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nat_pred,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrupcorrect,0,0,8,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,8,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
