cardinality of set,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
smyth-time,0,0,0.01461899999981,0.047673999999900005,0.07281600000012001,0.15323599999977,0.14936699999980999,0.040148,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_inc,,,,,,,,,,,,,,,,,,,,,
count,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0324,0.0387,0.0166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.4013,0.0829,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.033803,0.035519000000300005,0.012324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_stutter,,,,,,,,,,,,,,,,,,,,,
count,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.013600000000000001,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,6.242,2.6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.00806299999999,0.0029219999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_snoc,,,,,,,,,,,,,,,,,,,,,
count,0,0,7,10,10,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,5,10,10,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,3,8,9,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,1,7,10,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,1,9,10,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0191,0.0469,0.0426,0.0516,0.0424,0.0269,0.0033,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,4.5665,16.7484,8.8939,3.6609,0.8977999999999999,0.4962,0.0324,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.09302700000002,0.14513499999984,0.13816,0.10549099999987002,0.11418800000019999,0.0809969999999,0.012097,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_append,,,,,,,,,,,,,,,,,,,,,
count,0,0,5,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,2,7,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,4,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0092,0.0311,0.030399999999999996,0.015,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.2723,0.8173,0.6713999999999999,0.2695,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.02700099999993,0.07673499999987,0.07321200000001,0.03527800000007,0.00700299999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_compress,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,10,10,10,10,10,10,10,1,0,0,0,0,0,0,0
syrup-correct,0,0,0,1,1,0,8,3,7,9,10,9,10,1,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,0,0,0,1,6,6,9,9,1,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.1725,3.5818,40.9479,22.850600000000004,115.898,71.5861,69.29100000000001,73.90410000000001,53.2178,109.2011,77.29879999999999,5.6151,0,0,0,0,0,0,0
burst-time,0,0,122.03099999999999,74.83000000000001,113.74400000000001,27.936099999999996,70.9681,0.2493,50.3699,182.9575,244.41129999999998,111.0163,33.216,1.9335,0,0,0,0,0,0,0
smyth-time,0,0,0.0452329999996,0.1141170000001,5.7321000000002895,19.197668,3.2012759999998,59.1562940000001,21.708133,12.670073000000002,29.741763,0,99.749566,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,3,3,3,7,9,7,2,2,0,1,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,2,4,7,6,9,8,1,0,0,0,0,0,0,0
list_concat,,,,,,,,,,,,,,,,,,,,,
count,0,0,5,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,3,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,3,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,1,9,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.005900000000000001,0.1331,0.25489999999999996,0.1431,0.0251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.2912,3.1395,3.581,1.1042,0.0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.051873999999759994,0.10690800000049,0.09278800000014001,0.046092000000040004,0.00911900000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_rev_append,,,,,,,,,,,,,,,,,,,,,
count,0,0,4,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.21339999999999998,0.0674,0.0404,0.0353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.6753,9.6448,9.367799999999999,0.6695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.05822899999976,30.52849400000008,5.7628699999999,0.116168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_rev_fold,,,,,,,,,,,,,,,,,,,,,
count,0,0,4,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0114,0.0242,0.015099999999999999,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.255,0.48279999999999995,0.21,0.0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.12276899999999999,0.1908650000001,0.13457800000019998,0.033995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_rev_snoc,,,,,,,,,,,,,,,,,,,,,
count,0,0,4,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,2,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.056100000000000004,0.0998,0.0482,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.8337,1.1905999999999999,0.6996,0.1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.04547400000007,0.05895200000012,0.03852699999993,0.00970800000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_rev_tailcall,,,,,,,,,,,,,,,,,,,,,
count,0,0,7,10,10,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,1,1,4,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,1,3,5,4,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0085,0.04959999999999999,0.0722,0.17190000000000003,0.3469,0.2889,0.0406,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.1316,7.329,0.9600000000000001,0.22529999999999997,1.5665000000000002,0.6236,0.059,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.0350719999999,0.06703999999968,0.07366799999977,0.072408,0.07071700000007,0.04958499999999,0.00729299999989,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_pairwise_swap,,,,,,,,,,,,,,,,,,,,,
count,0,0,6,10,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.2609,1.4945999999999997,3.8869999999999996,5.5149,2.8941,0.3674,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.3842,11.073200000000002,108.253,39.986000000000004,7.0485999999999995,0.7925,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.01781299999971,0.06758300000036,0.12328200000013,0.58193100000001,1.07789500000012,0.586203,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_sort_sorted_insert,,,,,,,,,,,,,,,,,,,,,
count,0,0,6,10,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,1,3,4,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,1,2,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,1,3,4,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,4,9,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.048499999999999995,0.14479999999999998,0.1315,0.196,0.10300000000000001,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,1.9747999999999999,115.2753,9.807099999999998,38.2073,8.0996,0.2403,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.07185099999998,0.1346700000001,0.1383620000005,0.1460779999999,0.0872719999998,0.0145709999999,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_sorted_insert,,,,,,,,,,,,,,,,,,,,,
count,0,0,10,10,10,10,10,10,10,10,10,10,1,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,0,2,1,2,3,3,7,1,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,0,0,1,1,4,8,8,1,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0269,0.0933,1.3781999999999999,14.3297,24.287100000000002,69.4591,120.87319999999998,176.56329999999997,267.6524,199.3959,24.9671,0,0,0,0,0,0,0,0
burst-time,0,0,4.985799999999999,12.902500000000002,40.010799999999996,77.9791,27.043,38.357699999999994,120.8704,300.9955,174.6542,88.6039,0.6143,0,0,0,0,0,0,0,0
smyth-time,0,0,0.08330600000026,0.14944500000012,5.167828999999961,12.07971400000004,26.5452289999999,73.28681300000001,38.10304000000001,49.52362399999999,22.534307,27.151455999999996,3.375812,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,1,2,2,6,6,6,5,5,1,1,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,1,0,3,3,2,1,0,0,0,0,0,0,0,0,0
list_map,,,,,,,,,,,,,,,,,,,,,
count,0,0,7,10,10,10,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,4,8,10,8,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,2,4,5,7,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,2,3,7,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,3,7,10,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0086,0.022099999999999998,0.034,0.045500000000000006,0.06409999999999999,0.0673,0.0128,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.16209999999999997,0.4426,0.4057,0.486,0.5462,0.3558,0.0413,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.26322400000010004,0.4285409999998,0.45806900000019996,0.4293349999999,0.4645109999999,0.31488199999989996,0.04557,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_filter,,,,,,,,,,,,,,,,,,,,,
count,0,0,8,10,10,10,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,3,4,4,5,8,7,1,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,0,1,2,5,6,1,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.008400000000000001,0.22660000000000002,0.5966000000000001,1.7681999999999998,4.0807,21.459899999999998,39.6582,12.0421,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.16559999999999997,2.3445000000000005,2.9438,2.3744,1.6024999999999998,3.1978999999999997,1.8861000000000003,0.2125,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.1952380000002,0.3426879999999,0.6742639999995002,0.7458979999997001,0.8492339999998001,1.0845400000003,0.8805390000000001,0.118208,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
list_fold,,,,,,,,,,,,,,,,,,,,,
count,0,0,8,10,10,10,10,10,8,1,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,0,1,2,5,6,7,1,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,0,1,5,7,10,8,1,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,0,1,5,7,10,8,1,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.0153,0.1116,0.0264,0.011300000000000001,0.0801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,0.3505,17.124100000000002,109.5398,121.9323,105.21090000000001,131.70219999999998,81.43830000000001,8.0496,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,1.462481,3.084709,3.2819120000000006,4.871456,6.212748,6.78858,5.927211999999999,0.807497,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,2,4,8,9,10,8,1,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,1,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_count_leaves,,,,,,,,,,,,,,,,,,,,,
count,0,0,6,10,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,4,8,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,1,5,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,5,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-rec-correct,0,0,0,5,10,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-sof,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-nosol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-time,0,0,0.2508,0.5246,0.6896,0.5457000000000001,0.1844,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-time,0,0,10.2289,22.6291,21.5125,3.5976999999999997,1.4886000000000001,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-time,0,0,0.08987199999980001,13.473189000000001,32.560686,34.135835,24.791544000000002,4.487148,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-timeout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tree_count_nodes,,,,,,,,,,,,,,,,,,,,,
count,0,0,5,10,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syrup-correct,0,0,4,7,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst-correct,0,0,0,2,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smyth-correct,0,0,0,3,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
